x,y,z,walker
49.9411,1.21316,-4.46972,68
49.7842,1.23477,-1.37957,68
49.7842,1.23477,-1.37957,68
50.0442,1.3475,0.451325,68
50.0442,1.3475,0.451325,68
51.4695,1.59004,-14.8105,68
51.8468,1.41018,-20.0846,68
51.5685,1.45437,-9.39717,68
51.5685,1.45437,-9.39717,68
51.5685,1.45437,-9.39717,68
51.6064,1.43649,-6.89325,68
51.6064,1.43649,-6.89325,68
51.6064,1.43649,-6.89325,68
51.3995,1.15644,-17.3091,68
51.481,1.07841,-19.0595,68
51.481,1.07841,-19.0595,68
51.481,1.07841,-19.0595,68
52.4284,2.39021,-25.8271,68
52.4284,2.39021,-25.8271,68
51.5528,1.87453,-1.75187,68
51.5528,1.87453,-1.75187,68
51.5528,1.87453,-1.75187,68
52.8589,3.34993,5.37483,68
52.4975,3.26585,10.8895,68
50.716,2.93949,28.6239,69
50.7137,2.90139,28.0712,69
49.998,2.29959,22.6885,69
50.0698,1.99267,24.2472,69
50.0953,2.3551,25.9739,69
50.2586,2.67019,36.077,69
50.1281,3.19015,42.1107,69
50.0749,2.7577,33.9542,69
49.5643,3.15173,34.7822,69
49.5643,3.15173,34.7822,69
49.5653,3.14931,34.7403,69
49.2378,3.34505,35.1109,69
49.2378,3.34505,35.1109,69
49.8196,3.37245,35.1051,69
49.8196,3.37245,35.1051,69
49.8196,3.37245,35.1051,69
49.8196,3.37245,35.1051,69
49.8196,3.37245,35.1051,69
49.8196,3.37245,35.1051,69
49.702,2.29768,23.9931,69
49.7026,2.29356,23.9182,69
49.7022,2.11013,23.719,69
49.6079,2.30333,24.8746,69
49.3924,2.31832,27.7233,69
49.3754,2.23877,26.956,69
49.3936,2.22895,26.8491,69
49.3936,2.22895,26.8491,69
49.3936,2.22895,26.8491,69
49.7175,2.83054,18.6209,69
49.6887,2.39845,18.1077,69
50.2853,2.84382,35.2008,69
50.2949,2.86858,35.8251,69
49.9812,1.6554,15.3921,69
50.4356,2.33551,9.54908,69
50.4285,2.13705,8.98248,69
49.869,1.60019,25.1074,69
49.909,1.45775,27.3686,69
49.909,1.45775,27.3686,69
50.1281,1.39781,16.7851,69
49.6235,0.311783,-11.0005,69
49.2456,-0.457158,-21.15,69
49.0961,-0.217166,-6.46238,69
49.0961,-0.217166,-6.46238,69
48.9278,-0.379003,-9.26602,69
48.8057,-0.596628,-9.65529,69
48.5886,-0.660161,-9.8909,69
48.4289,-0.830791,-12.5302,69
47.4255,-1.49502,-25.4836,69
47.9741,-0.768577,-12.7532,69
48.0093,-0.572358,-10.2558,69
48.6564,0.471829,15.9278,69
52.0776,2.19041,39.1852,70
51.4796,1.87625,33.4961,70
51.4796,1.87625,33.4961,70
50.561,1.86186,37.5819,70
50.561,1.86186,37.5819,70
49.7333,0.629512,37.2085,70
49.7333,0.629512,37.2085,70
49.7333,0.629512,37.2085,70
50.4025,1.0826,29.8165,70
50.4025,1.0826,29.8165,70
50.3104,1.23722,42.8402,70
49.61,-0.090157,27.3822,70
49.5629,-0.145984,27.8301,70
49.5629,-0.145984,27.8301,70
49.5629,-0.145984,27.8301,70
49.9037,-0.143689,30.5816,70
49.5134,0.751593,54.4463,70
49.6284,0.547469,62.4491,70
50.0103,0.786785,45.5552,70
50.0103,0.786785,45.5552,70
50.4781,0.978118,34.9718,70
50.4781,0.978118,34.9718,70
51.0418,1.32146,40.6702,70
51.3832,0.600138,44.6994,70
51.2737,0.664192,40.0564,70
51.2737,0.664192,40.0564,70
51.2737,0.664192,40.0564,70
51.2825,0.658862,40.0868,70
51.2825,0.658862,40.0868,70
51.2825,0.658862,40.0868,70
51.2825,0.658862,40.0868,70
51.3507,0.626815,42.0606,70
51.3507,0.626815,42.0606,70
50.8934,0.727388,30.6571,70
50.8934,0.727388,30.6571,70
50.8934,0.727388,30.6571,70
52.3718,1.24915,28.6366,70
52.3718,1.24915,28.6366,70
51.5449,1.14361,14.0253,70
51.0979,1.34178,11.3594,70
51.11,1.36159,11.5664,70
51.0577,1.32892,11.6883,70
51.0577,1.32892,11.6883,70
50.4408,1.16877,10.7365,70
50.4278,1.12356,8.42182,70
50.5458,1.03423,1.67155,70
50.5301,1.02947,2.49981,70
49.9962,1.47957,14.4901,70
49.9962,1.47957,14.4901,70
49.6397,2.02204,16.9174,70
49.5693,2.02986,4.83848,70
50.809,0.273339,-8.13556,71
50.809,0.273339,-8.13556,71
50.9948,0.905612,-5.15413,71
50.9948,0.905612,-5.15413,71
51.0159,0.905346,-6.2877,71
51.0159,0.905346,-6.2877,71
51.0159,0.905346,-6.2877,71
51.8337,0.655633,-11.3491,71
51.4472,0.79451,-7.46737,71
50.6462,0.349264,6.69015,71
50.6169,0.32641,5.06655,71
50.2659,1.24374,27.3708,71
50.8398,1.25664,16.4413,71
51.0284,2.51043,12.3298,71
51.0284,2.51043,12.3298,71
52.4411,2.08456,1.3992,71
52.4411,2.08456,1.3992,71
51.7914,1.45861,2.31115,71
51.7914,1.45861,2.31115,71
51.7914,1.45861,2.31115,71
51.7914,1.45861,2.31115,71
52.2378,0.954219,16.3684,71
51.8665,1.06042,13.1361,71
51.8665,1.06042,13.1361,71
51.8187,0.924849,12.656,71
50.9522,0.843371,11.1135,71
50.5483,0.554844,19.8927,71
50.3252,0.548337,21.9823,71
50.316,0.772796,20.7173,71
50.316,0.772796,20.7173,71
50.2622,0.573925,17.6798,71
49.4623,0.263829,22.0299,71
50.8085,0.584898,31.5741,71
50.8085,0.584898,31.5741,71
50.5534,0.648843,29.5388,71
50.5377,0.664371,32.8913,71
50.5377,0.664371,32.8913,71
50.6835,0.719925,28.2791,71
51.2151,0.061487,19.7252,71
50.8867,0.0131934,14.8652,71
50.8867,0.0131934,14.8652,71
50.8867,0.0131934,14.8652,71
50.8867,0.0131934,14.8652,71
50.8897,-0.121431,13.8533,71
50.8897,-0.121431,13.8533,71
50.8897,-0.121431,13.8533,71
50.8522,-0.216261,15.7992,71
50.8609,-0.245,15.3619,71
50.098,-0.101735,13.6696,71
50.9257,-0.526898,10.8374,71
50.9257,-0.526898,10.8374,71
51.2288,1.32331,36.862,72
51.7749,1.46021,40.4526,72
51.7749,1.46021,40.4526,72
51.9629,1.34702,35.9675,72
51.9629,1.34702,35.9675,72
51.6853,1.43157,36.8109,72
51.549,1.119,32.628,72
51.3597,1.0627,29.3834,72
51.3827,1.07085,30.8216,72
51.3827,1.07085,30.8216,72
51.3827,1.07085,30.8216,72
51.3827,1.07085,30.8216,72
51.0735,1.02061,26.9331,72
50.589,0.828495,23.6828,72
50.589,0.828495,23.6828,72
50.589,0.828495,23.6828,72
50.3548,-0.869688,3.12966,72
50.0141,-0.0282545,7.46734,72
50.0354,-0.0293135,2.19859,72
50.0323,0.0191237,2.95023,72
50.0552,0.006994,2.81794,72
50.0493,0.451203,13.7299,72
50.1408,0.555609,14.5358,72
50.4258,0.0119983,-3.76586,72
50.7787,0.586056,11.9374,72
50.7535,0.173409,6.59771,72
50.7535,0.173409,6.59771,72
50.7535,0.173409,6.59771,72
50.9234,0.168401,6.73365,72
50.9234,0.168401,6.73365,72
50.8888,0.196236,4.93082,72
51.0336,0.17268,5.46735,72
50.4184,0.175956,14.1745,72
50.4184,0.175956,14.1745,72
50.7961,0.681804,5.68611,72
50.7961,0.681804,5.68611,72
50.7961,0.681804,5.68611,72
50.7507,1.06592,7.03195,72
50.7555,1.06472,6.18478,72
50.7555,1.06472,6.18478,72
50.7555,1.06472,6.18478,72
50.6513,1.07629,6.7114,72
50.6779,1.09413,7.98149,72
50.8281,1.35265,-1.72851,72
50.832,1.29508,-1.31201,72
50.372,1.28019,2.33481,72
49.8178,1.00125,4.25284,72
49.8178,1.00125,4.25284,72
49.7459,0.527756,7.68518,72
49.7598,0.510499,8.13267,72
49.9073,0.467227,5.33938,72
49.9685,0.625583,18.5205,73
49.9706,0.539927,17.05,73
50.3979,0.6534,7.79027,73
50.1926,0.626607,8.9677,73
50.3885,0.621727,-3.33399,73
51.4672,0.450156,-15.5514,73
50.5552,0.430016,-1.31495,73
51.0003,-0.252447,-3.32661,73
50.9611,-0.243858,-2.98043,73
50.1747,0.397565,4.0349,73
50.161,0.377352,4.28293,73
50.161,0.377352,4.28293,73
50.807,0.898295,9.44212,73
50.6348,0.774964,10.302,73
50.2903,0.501585,16.0544,73
50.866,0.0672908,-0.881412,73
50.9527,0.0093486,-4.06615,73
50.9527,0.0093486,-4.06615,73
50.8027,0.491246,-2.53617,73
50.3431,0.0527416,2.34825,73
50.3381,-0.16596,3.17767,73
50.3381,-0.16596,3.17767,73
50.4421,0.198414,3.72012,73
50.4575,0.213291,-0.574039,73
50.4885,0.258651,-2.64345,73
50.4885,0.258651,-2.64345,73
49.7832,1.1728,15.2671,73
49.7817,1.1718,15.3016,73
49.3117,1.1827,11.3249,73
49.3117,1.1827,11.3249,73
49.3121,1.18322,11.3208,73
49.3437,1.20453,11.2404,73
49.3437,1.20453,11.2404,73
49.3437,1.20453,11.2404,73
49.3005,0.963313,9.60076,73
49.0604,0.28655,4.21219,73
49.3643,0.673694,5.58609,73
49.0457,0.821864,3.71782,73
49.0334,0.840574,4.19077,73
49.0334,0.840574,4.19077,73
49.2326,1.10001,10.7162,73
49.1353,1.37494,-5.37275,73
49.1209,0.935405,-0.585297,73
48.9509,0.968989,-3.55573,73
48.3774,0.496441,2.19859,73
48.3774,0.496441,2.19859,73
48.8174,0.382837,12.6205,73
48.834,0.617468,9.54108,73
48.4129,-0.0364876,-8.32913,73
48.3489,-1.1787,-25.1083,73
48.7222,-0.646504,-13.1249,73
50.8216,0.981124,32.4612,74
50.9182,1.03296,29.4401,74
50.3067,0.956883,22.7696,74
50.3067,0.956883,22.7696,74
50.8167,0.812616,33.2637,74
50.8961,0.775653,33.7266,74
50.9763,0.794217,37.9706,74
51.0106,1.10525,34.3896,74
50.7198,1.59067,35.2376,74
50.7198,1.59067,35.2376,74
50.7198,1.59067,35.2376,74
50.7862,0.886518,28.7438,74
50.7862,0.886518,28.7438,74
51.261,1.91789,43.336,74
50.8729,1.6062,33.0435,74
50.7759,1.7548,27.5375,74
50.8014,1.76428,27.5274,74
51.0311,2.01767,30.4919,74
51.0843,2.14687,30.406,74
51.1881,2.25602,31.4483,74
51.1961,2.03814,28.3719,74
51.418,1.98133,20.9233,74
50.7692,2.08599,26.8219,74
50.7692,2.08599,26.8219,74
50.7692,2.08599,26.8219,74
51.0381,3.20732,33.609,74
51.0381,3.20732,33.609,74
51.0393,3.44565,34.9738,74
50.983,2.75807,27.2624,74
50.7788,1.96064,32.8985,74
50.7788,1.96064,32.8985,74
50.9241,2.01228,33.7588,74
50.9241,2.01228,33.7588,74
51.2132,1.85517,54.5969,74
50.8263,1.91315,25.205,74
50.8263,1.91315,25.205,74
50.8263,1.91315,25.205,74
51.2336,1.85593,22.1006,74
51.2336,1.85593,22.1006,74
51.2888,1.94175,19.8151,74
51.8452,2.57149,24.4279,74
51.8452,2.57149,24.4279,74
51.8452,2.57149,24.4279,74
51.8452,2.57149,24.4279,74
51.8452,2.57149,24.4279,74
51.7538,2.46327,22.826,74
51.4139,2.10168,16.9092,74
51.4139,2.10168,16.9092,74
51.4139,2.10168,16.9092,74
51.4139,2.10168,16.9092,74
51.4139,2.10168,16.9092,74
49.0659,0.0362746,7.76582,75
48.9079,-0.146541,1.27173,75
48.547,-0.560335,-3.82503,75
49.2213,0.09348,-6.34017,75
49.2213,0.09348,-6.34017,75
49.2213,0.09348,-6.34017,75
49.2213,0.09348,-6.34017,75
49.2213,0.09348,-6.34017,75
49.2213,0.09348,-6.34017,75
49.9517,0.598295,11.8758,75
50.1169,0.666824,9.97443,75
50.315,0.467321,11.5789,75
50.0835,0.368436,11.5509,75
50.2493,0.278787,9.0956,75
49.8837,1.20161,-11.8525,75
49.6444,1.02453,-7.59003,75
50.0229,1.61716,-11.3884,75
50.0228,1.63013,-14.9085,75
50.0228,1.63013,-14.9085,75
50.0534,1.62267,-14.1658,75
50.0534,1.62267,-14.1658,75
49.7207,1.01097,-9.40484,75
49.8132,1.19823,-2.02115,75
49.3618,0.572278,-12.9051,75
48.6117,0.00225775,-18.8793,75
48.6117,0.00225775,-18.8793,75
48.6117,0.00225775,-18.8793,75
48.2778,-1.79284,-30.9193,75
48.2778,-1.79284,-30.9193,75
48.2778,-1.79284,-30.9193,75
48.2778,-1.79284,-30.9193,75
48.2757,-2.25685,-38.8578,75
49.6446,-0.575804,-13.6481,75
49.6446,-0.575804,-13.6481,75
49.6446,-0.575804,-13.6481,75
49.3048,-0.0385263,-9.82563,75
49.4488,0.238031,12.5148,75
49.4488,0.238031,12.5148,75
49.3441,0.0830963,12.4429,75
49.3441,0.0830963,12.4429,75
48.7897,0.0984531,4.39577,75
48.8439,-0.0459025,0.877283,75
49.277,0.423465,11.0391,75
49.1673,0.24427,4.95209,75
49.2827,0.081468,1.58037,75
49.2827,0.081468,1.58037,75
49.3688,0.911812,17.6537,75
49.5456,1.0339,12.7526,75
49.3444,0.98164,6.95669,75
49.3444,0.98164,6.95669,75
48.9296,0.953256,9.09799,75
51.1506,2.39134,36.4891,76
51.4658,3.2,48.8918,76
51.4658,3.2,48.8918,76
50.5421,2.70053,31.0078,76
50.5421,2.70053,31.0078,76
50.3846,2.41542,27.117,76
50.3846,2.41542,27.117,76
50.6828,2.85148,28.992,76
50.6828,2.85148,28.992,76
50.7123,3.6381,39.1206,76
50.9042,4.05183,41.2346,76
50.9042,4.05183,41.2346,76
50.4102,2.81566,21.6941,76
50.4102,2.81566,21.6941,76
50.4276,2.80395,21.5599,76
50.4276,2.80395,21.5599,76
50.808,3.9196,52.5335,76
50.8117,3.69814,49.1505,76
50.8117,3.69814,49.1505,76
50.8347,3.71037,49.2816,76
50.8347,3.71037,49.2816,76
50.9391,1.80369,25.608,76
50.9391,1.80369,25.608,76
51.1709,2.2046,28.196,76
52.7003,3.17206,33.5632,76
52.0261,2.34388,35.3376,76
52.0683,2.33379,35.6749,76
51.2513,2.12842,30.6306,76
51.5806,1.80147,22.0025,76
51.5806,1.80147,22.0025,76
51.5806,1.80147,22.0025,76
51.5806,1.80147,22.0025,76
51.5806,1.80147,22.0025,76
51.5806,1.80147,22.0025,76
51.5225,1.55986,22.9974,76
51.5225,1.55986,22.9974,76
51.3279,1.45118,22.094,76
50.9861,0.976941,11.8459,76
50.6557,0.318164,21.6132,76
50.6557,0.318164,21.6132,76
50.6861,0.121779,17.5097,76
50.6861,0.121779,17.5097,76
50.6861,0.121779,17.5097,76
51.0115,-0.0980891,18.9883,76
50.5292,1.11933,20.302,76
50.4542,1.13906,20.2737,76
50.4437,1.22356,19.8624,76
50.2749,1.20371,21.4942,76
50.2749,1.20371,21.4942,76
50.5049,0.574211,21.4658,76
49.9475,-0.525469,20.3775,76
48.37,-0.729636,39.0985,77
48.37,-0.729636,39.0985,77
48.867,0.195059,34.0892,77
48.867,0.195059,34.0892,77
48.867,0.195059,34.0892,77
48.867,0.195059,34.0892,77
49.5125,0.558177,34.9821,77
49.5125,0.558177,34.9821,77
49.5125,0.558177,34.9821,77
48.9987,0.0595885,37.8404,77
48.9301,-0.00869169,16.7201,77
48.7032,0.266765,20.124,77
50.0043,-0.106747,12.7016,77
50.0043,-0.106747,12.7016,77
49.527,0.0910848,18.3761,77
49.8072,1.28163,20.7725,77
50.4782,1.70884,25.9996,77
50.4782,1.70884,25.9996,77
50.5292,1.79715,25.9041,77
50.9607,2.33774,30.6325,77
50.8691,2.27982,26.1733,77
50.6294,2.36538,32.2003,77
50.6085,2.78387,30.8921,77
50.0388,2.10289,20.7835,77
50.091,2.48754,17.3023,77
50.091,2.48754,17.3023,77
50.0508,2.71444,17.5687,77
50.2815,2.5607,13.6161,77
50.4756,1.40359,11.168,77
50.2914,1.10763,11.8398,77
50.0784,0.905423,13.3936,77
50.3854,0.770241,17.0746,77
52.1961,1.66551,28.2495,77
51.8293,1.31749,29.8136,77
51.8194,1.40107,18.9479,77
51.8194,1.40107,18.9479,77
52.1965,1.8913,20.7905,77
52.1965,1.8913,20.7905,77
51.8416,1.64274,19.0861,77
51.8416,1.64274,19.0861,77
51.7734,1.50308,15.8136,77
51.0709,1.14506,24.3672,77
51.0709,1.14506,24.3672,77
51.9296,1.67117,26.9051,77
51.9296,1.67117,26.9051,77
51.9296,1.67117,26.9051,77
51.9296,1.67117,26.9051,77
51.9296,1.67117,26.9051,77
51.9296,1.67117,26.9051,77
51.9296,1.67117,26.9051,77
51.9296,1.67117,26.9051,77
50.8457,2.16094,44.8647,78
50.8457,2.16094,44.8647,78
50.8457,2.16094,44.8647,78
50.8285,1.94528,31.6591,78
51.3914,2.45615,40.0815,78
51.3914,2.45615,40.0815,78
50.7975,2.00871,16.8279,78
50.7975,2.00871,16.8279,78
50.7698,1.98354,16.8446,78
50.9384,1.9796,22.1827,78
50.9384,1.9796,22.1827,78
50.9384,1.9796,22.1827,78
50.3926,1.5632,32.5234,78
50.3926,1.5632,32.5234,78
50.3926,1.5632,32.5234,78
50.4803,1.59416,24.8514,78
50.4912,1.65189,24.502,78
50.3486,1.54856,27.7435,78
50.1316,1.09558,19.8219,78
50.1591,1.26122,21.4149,78
50.1591,1.26122,21.4149,78
50.6848,1.0854,25.9495,78
50.6848,1.0854,25.9495,78
50.0825,0.682483,13.965,78
51.0643,0.323389,-7.14991,78
51.0927,0.249572,-6.89668,78
51.1049,0.232271,-7.49275,78
50.735,0.018479,-9.74356,78
50.735,0.018479,-9.74356,78
50.9327,0.380198,-5.12994,78
50.7963,0.727014,-11.0179,78
50.7963,0.727014,-11.0179,78
49.9803,0.685515,19.1763,78
50.9009,0.670978,30.7768,78
51.0015,0.655259,25.5097,78
51.0015,0.655259,25.5097,78
51.0015,0.655259,25.5097,78
51.2193,0.628096,26.1911,78
51.2193,0.628096,26.1911,78
51.7482,0.105539,15.219,78
51.7482,0.105539,15.219,78
51.5443,1.16176,17.3581,78
51.5443,1.16176,17.3581,78
51.9791,1.52052,18.2525,78
51.9978,1.70822,16.3902,78
52.0622,1.74326,17.5363,78
52.0622,1.74326,17.5363,78
52.0106,1.7273,17.4556,78
51.9024,1.69512,17.0901,78
51.6415,1.9424,21.3476,78
51.0863,1.65276,18.7612,78
51.1195,0.793479,25.7412,79
50.8238,0.967189,24.7487,79
51.1623,0.789981,35.1968,79
51.1496,0.87116,35.6163,79
51.1496,0.87116,35.6163,79
51.1496,0.87116,35.6163,79
51.1496,0.87116,35.6163,79
51.1728,0.42807,38.7243,79
51.1728,0.42807,38.7243,79
51.1728,0.42807,38.7243,79
50.8757,0.632246,33.8138,79
50.7349,0.63121,32.1119,79
50.9504,0.665707,37.646,79
50.9504,0.665707,37.646,79
50.5067,0.324772,27.8763,79
50.0661,0.444033,29.8566,79
49.8456,0.376405,44.357,79
50.6337,0.684173,53.4634,79
50.6337,0.684173,53.4634,79
50.2533,0.710357,47.1596,79
50.6939,0.811783,42.2557,79
50.7424,0.749778,45.1404,79
50.3331,0.636703,56.7902,79
50.0204,0.615108,39.0517,79
49.9691,0.591146,42.78,79
50.3391,0.478658,26.4203,79
50.3191,0.489047,24.6636,79
50.7484,0.401627,38.2707,79
51.7628,0.196883,50.28,79
51.2385,0.863464,30.8437,79
51.2385,0.863464,30.8437,79
51.4869,0.843434,33.1408,79
51.0425,0.570838,33.1691,79
52.0182,0.571438,28.3258,79
52.0182,0.571438,28.3258,79
51.469,0.643895,26.847,79
51.181,0.593156,23.9258,79
51.181,0.593156,23.9258,79
51.1607,0.57459,22.7222,79
51.1607,0.57459,22.7222,79
51.2072,0.756525,23.3159,79
51.362,0.702786,38.4714,79
51.362,0.702786,38.4714,79
51.1598,0.808215,23.0198,79
50.5721,0.665404,3.6255,79
50.5721,0.665404,3.6255,79
50.5721,0.665404,3.6255,79
50.5721,0.665404,3.6255,79
50.5721,0.665404,3.6255,79
50.5814,0.700814,3.75674,79
50.5814,0.700814,3.75674,79
48.8412,0.449376,-2.07151,80
49.1211,1.06598,10.2634,80
49.0796,1.15714,11.0955,80
49.0796,1.15714,11.0955,80
49.0796,1.15714,11.0955,80
49.1961,1.03,12.0658,80
49.1797,1.10629,11.6811,80
49.1797,1.10629,11.6811,80
48.6921,0.407901,-9.7789,80
48.7518,0.413365,-10.1303,80
48.7599,0.412307,-11.1764,80
49.1778,0.431046,4.91163,80
49.627,0.676006,22.068,80
49.8233,1.00273,22.4915,80
49.6346,0.746848,24.9456,80
49.6346,0.746848,24.9456,80
49.6346,0.746848,24.9456,80
49.493,0.602679,28.8946,80
49.493,0.602679,28.8946,80
49.493,0.602679,28.8946,80
49.4018,0.511156,26.4129,80
49.4018,0.511156,26.4129,80
49.4018,0.511156,26.4129,80
49.6775,0.54935,41.717,80
49.3811,0.865988,32.2461,80
49.0253,0.809932,36.6117,80
48.8299,0.52612,37.5175,80
48.732,0.430248,38.0157,80
48.732,0.430248,38.0157,80
48.7304,0.432916,38.189,80
48.7304,0.432916,38.189,80
49.4594,0.957787,36.7167,80
49.3342,0.716386,42.9038,80
49.3342,0.716386,42.9038,80
49.2608,0.52335,20.5371,80
48.7982,-0.162187,28.4653,80
48.7982,-0.162187,28.4653,80
49.0637,0.0811688,23.2601,80
48.4658,-0.143944,29.3779,80
48.8173,-0.121132,27.2711,80
48.8173,-0.121132,27.2711,80
48.5935,-0.32834,27.2921,80
48.5935,-0.32834,27.2921,80
48.3982,-0.870137,19.1173,80
48.819,0.22761,23.0076,80
48.6561,-0.525627,13.815,80
48.9656,-0.0322474,5.15957,80
48.7532,-0.0302163,5.68163,80
48.7548,-0.0321612,5.69184,80
48.7548,-0.0321612,5.69184,80
48.7548,-0.0321612,5.69184,80
49.2038,-0.862282,27.4905,81
49.2038,-0.862282,27.4905,81
49.2038,-0.862282,27.4905,81
49.3161,-0.332156,22.5203,81
49.3161,-0.332156,22.5203,81
49.3302,-0.309399,22.909,81
49.3302,-0.309399,22.909,81
49.3687,-0.247289,20.9749,81
49.3687,-0.247289,20.9749,81
49.4397,-0.350701,30.9704,81
49.597,0.491947,28.0556,81
49.5789,-0.793954,18.0155,81
49.6009,-0.610356,13.5282,81
49.6974,-0.404006,12.8739,81
49.6811,-0.514388,17.8768,81
49.6811,-0.514388,17.8768,81
49.6811,-0.514388,17.8768,81
49.2612,-0.0883,15.9715,81
49.2612,-0.0883,15.9715,81
49.6118,-0.154781,42.8873,81
49.6656,-0.0652905,33.5615,81
50.341,0.643873,33.0943,81
50.3337,0.633381,33.3002,81
50.3337,0.633381,33.3002,81
50.3337,0.633381,33.3002,81
49.7791,-0.0567483,57.0424,81
49.7791,-0.0567483,57.0424,81
49.7791,-0.0567483,57.0424,81
49.9694,0.0743748,47.1971,81
49.9694,0.0743748,47.1971,81
49.9798,0.15336,43.9843,81
50.405,0.508124,30.4359,81
49.7512,0.839854,32.5133,81
49.131,0.891991,46.3782,81
49.131,0.891991,46.3782,81
49.131,0.891991,46.3782,81
49.0322,0.482003,55.1752,81
49.0322,0.482003,55.1752,81
49.2173,0.903375,50.9927,81
49.3134,0.983039,48.9098,81
49.3134,0.983039,48.9098,81
48.044,1.22239,36.1768,81
49.1267,1.10093,35.9865,81
49.2618,1.42953,29.1894,81
49.2618,1.42953,29.1894,81
49.5108,1.47693,30.9107,81
48.9027,1.61931,26.1238,81
48.512,1.6273,34.0848,81
48.512,1.6273,34.0848,81
48.4035,1.30603,35.8366,81
48.1674,2.14851,18.3199,81
51.1739,1.82898,28.4058,82
51.296,1.79544,30.8145,82
51.296,1.79544,30.8145,82
51.296,1.79544,30.8145,82
50.8755,1.8555,33.5001,82
50.8755,1.8555,33.5001,82
50.0338,1.32994,22.4485,82
50.3784,1.85433,34.6579,82
50.2594,2.19106,38.79,82
50.2647,2.15645,38.1228,82
50.2647,2.15645,38.1228,82
50.317,2.17066,38.9219,82
50.2924,2.23874,41.8673,82
50.1389,1.91927,27.1513,82
50.0847,2.21239,29.5287,82
50.1653,2.53302,34.8862,82
50.1303,2.61361,35.4204,82
49.6238,1.8105,19.8624,82
49.5001,2.10475,22.4284,82
49.5001,2.10475,22.4284,82
49.8674,0.868555,22.8411,82
49.8652,0.884894,23.0782,82
49.8492,0.878435,23.0603,82
49.5653,1.24246,30.1229,82
49.6045,1.17662,27.7349,82
50.0321,1.44739,21.18,82
49.6269,1.72009,20.601,82
50.0571,1.08903,24.1994,82
49.8605,1.03301,25.2859,82
50.1499,0.701224,26.7436,82
50.1499,0.701224,26.7436,82
51.1846,1.58519,40.423,82
51.1844,1.58399,40.3904,82
51.6693,1.24595,40.4884,82
51.9258,1.3596,44.5375,82
51.8191,1.32531,45.0003,82
51.8191,1.32531,45.0003,82
51.6692,1.32761,40.4164,82
52.0198,0.533872,52.5504,82
52.0198,0.533872,52.5504,82
52.3049,0.772778,63.1606,82
52.3049,0.772778,63.1606,82
51.713,0.696082,49.2214,82
51.7323,0.567368,47.0934,82
51.6792,1.50213,40.1263,82
51.0493,1.20749,21.0282,82
51.5394,2.49482,23.1888,82
51.5394,2.49482,23.1888,82
51.5394,2.49482,23.1888,82
51.1484,1.84328,18.6448,82
51.1484,1.84328,18.6448,82
51.094,1.18888,29.5565,83
51.094,1.18888,29.5565,83
50.9142,1.20611,24.9335,83
50.8839,1.17153,38.9924,83
50.5983,0.164717,45.8909,83
50.4555,0.876417,44.8154,83
50.4555,0.876417,44.8154,83
50.4806,0.964642,44.7155,83
50.8193,1.2758,47.0397,83
51.1363,1.21234,87.4194,83
51.2283,1.25866,76.7613,83
51.0345,1.14773,69.953,83
51.0345,1.14773,69.953,83
51.0661,1.11569,74.3443,83
51.2467,1.09643,86.3298,83
50.9824,0.978538,70.5498,83
50.9812,1.00288,69.0728,83
50.9812,1.00288,69.0728,83
50.9812,1.00288,69.0728,83
50.9812,1.00288,69.0728,83
50.8814,0.986226,67.9272,83
50.6605,0.807144,37.0565,83
50.5909,0.740272,36.5062,83
50.5909,0.740272,36.5062,83
50.4413,0.863134,56.0799,83
50.4413,0.863134,56.0799,83
50.6047,0.841007,58.5785,83
50.6687,0.993272,63.9306,83
50.6687,0.993272,63.9306,83
50.6687,0.993272,63.9306,83
50.6687,0.993272,63.9306,83
50.6687,0.993272,63.9306,83
50.6687,0.993272,63.9306,83
50.5851,0.720332,47.3147,83
50.6042,0.542747,50.1599,83
50.594,0.51559,50.4574,83
50.594,0.51559,50.4574,83
50.9662,0.0612056,54.5194,83
50.5289,0.443464,42.1792,83
50.5289,0.443464,42.1792,83
50.486,0.496697,38.906,83
50.4807,0.503877,38.6114,83
50.7414,0.614447,36.0076,83
50.8747,0.58784,40.9768,83
50.8909,0.738839,40.8076,83
50.8909,0.738839,40.8076,83
52.315,-0.452245,40.8484,83
52.315,-0.452245,40.8484,83
51.5421,-0.104226,30.8958,83
51.5421,-0.104226,30.8958,83
50.848,0.382957,34.2925,83
48.9096,2.31056,47.4434,84
48.9096,2.31056,47.4434,84
48.9135,2.13566,46.0293,84
48.9135,2.13566,46.0293,84
49.2932,2.27104,40.9357,84
49.2932,2.27104,40.9357,84
49.0424,2.3702,41.0521,84
47.6578,1.50968,37.463,84
47.6763,1.50849,37.1417,84
47.6763,1.50849,37.1417,84
47.6763,1.50849,37.1417,84
47.6763,1.50849,37.1417,84
47.844,1.46938,35.3234,84
49.0732,1.69282,8.784,84
48.9082,1.65369,9.81843,84
47.9148,1.20258,3.20088,84
48.4369,1.13488,1.03802,84
48.4369,1.13488,1.03802,84
48.4369,1.13488,1.03802,84
48.4369,1.13488,1.03802,84
48.1803,1.11012,0.940635,84
48.2683,3.08672,17.9367,84
48.2683,3.08672,17.9367,84
48.2683,3.08672,17.9367,84
48.2683,3.08672,17.9367,84
48.2683,3.08672,17.9367,84
48.2683,3.08672,17.9367,84
48.2564,2.56515,13.0454,84
